"Pupil-teacher ratio, primary school (number of pupils per teacher)"
"110","Libya","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"117","Marshall Islands","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"52","Montenegro","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"108","Turkmenistan","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"96","Venezuela (Bolivarian Republic of)","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"","Human Development"," ","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
" ","Very high human development","21","","18","","17","","15","","14","","14","","15","","14","","14","","14","","14","","14","","20",""
" ","High human development","24","","24","","25","","24","","19","","19","","19","","18","","19","","19","","18","","18","","17",""
" ","Medium human development","41","","37","","37","","36","","35","","34","","34","","32","","31","","32","","34","","30","","27",""
" ","Low human development","39","","38","","47","","44","","44","","46","","43","","44","","43","","42","","41","","44","","35",""
" ","Developing Countries","27","","27","","32","","28","","25","","26","","23","","24","","24","","25","","24","","22","","22",""
"","Regions"," ","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
" ","Arab States","26","","25","","24","","22","","22","","19","","19","","17","","17","","17","","20","","23","","29",""
" ","East Asia and the Pacific","24","","24","","26","","24","","18","","17","","17","","17","","17","","17","","17","","17","","20",""
" ","Europe and Central Asia","27","","24","","20","","19","","17","","16","","18","","17","","18","","17","","17","","17","","20",""
" ","Latin America and the Caribbean","29","","27","","25","","23","","24","","23","","22","","22","","22","","22","","22","","22","","17",""
" ","South Asia","49","","33","","38","","36","","39","","35","","37","","33","","32","","32","","35","","34","","..",""
" ","Sub-Saharan Africa","40","","39","","44","","43","","44","","44","","43","","41","","40","","39","","42","","42","","28",""
" ","Least Developed Countries","45","","41","","48","","46","","44","","44","","42","","42","","39","","40","","37","","36","","35",""
" ","Small Island Developing States","19","","21","","21","","17","","17","","17","","16","","16","","15","","15","","17","","15","","..",""
" ","Organization for Economic Co-operation and Development","23","","19","","17","","16","","16","","16","","16","","16","","16","","16","","15","","24","","..",""
" ","World","26","","24","","28","","24","","23","","24","","21","","23","","22","","23","","23","","22","","22",""
""
